IDComentario,comentario
106735,"Barulhento, sem música, pessoal do serviço sem experiência, a pizza demora a chegar e n é boa, é fina e quase sem recheio. Fui pra conhecer e não volto mais. O hambúrguinho que tem aos domingos e segundas é o caos. Falta de respeito chamar aquilo de hambúrguer. O lugar não é bonito e tem uma fila enorme pra entrar. Fecha às 22h sai às 21hrs e tinha uma fila considerável do lado de fora. Fiquei com dó das pessoas da fila pois mesmo que entrassem não iam comer direito poq a distribuição dos garçons é PESSIMA! Aah com o óleo do frango a passarinho dava pra fritar a batata frita."
106782,"Pizza ruim, espetinho de carne azedo, a massa muito mole. O atendimento chega a ser pior que a comida."
106794,"Só gostei da moça que brinca com as crianças. Fora isso nada agradável!"
106795,"Serviço muito ruim! Os garçons só vão nas mesas que eles querem, a pizza além de ser ruim ainda parece um papel."
106800,"Demora pra chegar pizza na mesa"
106822,"Péssima,pra quem vai com a intenção de comer vários sabores de pizza não e o lugar.. Atendimento deixou muito a desejar.."
106824,"Fiquei com fome pois o atendimento é péssimo... Com exceção do rapaz q servia suco que estáva presente nas mesa"
106830,"Pizzas, ok.
As massas não me agradaram, sabor muito forte de maizena.
O atendimento deixa à desejar por conta de não conseguirem atender à demanda.
Têm boas intenções, mas precisa melhorar MUITO nesses aspectos.
Desculpe, mas já é a 2a tentativa e continua da mesma forma que vim logo na inauguração. Não gostei."
106844,"Pizza fria e sem gosto. Garçom demora a passar"
106887,"Muito bom"
106897,"Não vale o preço que custa, a acústica do ambiente é terrível, vc tem que tá disposto a aguentar a gritaria das outras mesas pq nesses rodízios sempre tem aquela turma de 15 pessoas que decide comemorar aniversário lá.
O atendimento é meio desesperado de pressa faltam jogar a pizza no arremesso a distância de tanta pressa.
A pizza é bastante ruim, as massas no geral vc descarta e come só o recheio, que já não é muita coisa, você malemá sente a presença do queijo ali.
Não entendo, a massa que é só farinha, supostamente o mais barato eles fazem mal feito, tem até o prato já esperando descartar metade da massa... sabor de massa crua e recheio quase nada.
Eu fiquei desesperada pra ir embora.
Desculpem."
106902,"Cheguei muito, e as pizza parece que eram do dia anterior com o wuirjo bem ressecado e queimado, só vei pizza aparentemente novo depois das 20;00 mas já, fui várias vezes e esse dia, foi o único ruim"
106915,"Falta de simpatia da pessoa que atende inicialmente, pizzas com qualidade ruim sem muita variedade, local não tem azeite, não tem Coca cola inacreditável! Não recomendo muito ruim!"
106918,"Muito dinheiro por pouco opções."
106933,"Atendimento muito ruim, precisam melhorar, funcionários de cara feia, isso não ajuda serviço, principalmente por ser tratar de uma área nobre da cidade de Manaus, precisa independente de qualquer coisa de um serviço de qualidade!"
106974,"Participei de um rodízio nesse lugar e, ao chegar em casa, passei extremamente mal com o que havia comido."
106984,"Atendentes são péssimos, temos que implorar por uma fatia de pizza, suco ou refrigerante, poucos funcionários."
107096,"Péssimo atendimento, tive que praticamente implorar pra eles passarem na minha mesa, local totalmente despreparado para o número de clientes, garçons mal educados, pizza seca e ruim. Esperava mais, não recomendo."
107141,"Serviço péssimo, poucos atendentes, pouquíssima variedade de pizzas e massas. Não pretendo voltar."
107142,"Além de calor, as pizzas não são saborosas e levam muito tempo para serem servidas, além do refrigerante que quase não existe mesmo você sentando do lado do balcão!"
107143,"O lugar é grande e faz muito eco (que causa incomodo) e o rodízio é lento."
107176,"Péssima, acho que nunca vi um local tão ruim em atendimento,  e pra completar a proprietária ainda foi bem indelicada quando fui questionar a demora no atendimento."
107291,"Lugar péssimo, fizemos a reserva e chegamos la não estava na lista,pela falta de atenção, porque nas mensagens a reserva foi confirmada, recepcionista muito mal educada, lugar muito quente e barulhento,mal entrei e já quis sair, não tinha nem mesa."
107303,"Precisa melhorar muito o atendimento. Demoraram a servir e dos petiscos só comemos a batata frita, o garçom passava direto e não parava na nossa mesa pra oferecer."
107304,"Mal entrei ? é já quis sair , pessoas mal educadas  , fizemos a reserva  é chegando lá n tinha mesa . Lugar quente e muito barulho ."
107305,"Atendimento ruim....fizemos agendamento e não tinha mesa....depois que foram montar..."
107333,"Péssimo atendimento da mulher que recepciona e brinquedoteca simples!"
107375,"Com toda sinceridade, eu esperava bem mais, levando em conta que é um lugar onde os preços são acima da média, esperava um atendimento de primeira, mas não foi o que presenciei lá. Duas estrelas apenas, por consideração a alguns itens do cardápio que são realmente gostosos."
107444,"Fui na duckbill ontem com meu namorado, a expectativa estava bem grande com as fotos que víamos pelo instagram do local, pedimos uma pizza, um capuccino grande de doce de leite, um chocolate suíço e um ring (vulgo donut).
A pizza é só massa, pouco recheio e estava bem fria, quase gelada por assim dizer, o capuccino de doce de leite não tinha muito gosto de doce de leite e estava regular, o chocolate suíço talvez tenha sido a melhor coisa que consumimos na noite, o ring tinha gosto de massa pronta e estava bem massudo.
Tudo saiu mais de 60 reais, achei o valor extremamente caro para o que entrega."
107456,"O ambiente é OK, os cookies são os melhores que já comi e o café é bom também, porém tive uma experiência muito chata quando fui com alguns amigos, a cozinha estava toda enrolada, quem pedia depois tinha seus pedidos primeiro e tudo vinha fora de ordem, por exemplo depois que eu terminei de comer meu sanduiche foi que meu suco chegou (que por sinal era um frozen de MID, isso mesmo, MID! Estava horrivel, parecia que estava tomando gelo com açucar e um corante verde.) Os cookies também atrasaram, 30 minutos depois de ter feito o pedido, questionei sobre os meus 2 cookies e a garçonete disse que demorariam 15 minutos para serem assados, sendo que já havia feito o pedido a 30 minutos! Bom, eu só volto novamente porque os cookies são ótimos, mas não levo mais ninguém lá e nem paro pra comer um salgado. Detalhe que não haviam mais de 5 mesas ocupadas, então fico imaginando a bagunça que deve ser num dia movimentado, e ainda tinha uma parte no restaurante (nos fundos) que estava uma bagunça, parecia um escritório desorganizado, passou uma péssima impressão. Luz do banheiro também não estava ligando."
107460,"Péssimo demora no delivery"
107482,"Comida razoável, preço acessível, no entanto nossa experiência foi bem desagradável pelo tempo de espera. A atendente informou que demoraria 18 minutos para assar os salgados mas só fomos servidos depois de mais de 45 minutos e o pedido ainda veio incompleto. Ao questionarmos a demora, a atendente voltou a enfatizar que havia avisado que demoraria 18 minutos. Que demorasse 20, 25 minutos, seria tolerável, mas 45??? E sem nenhuma justificativa."
107533,"Lugar bem decorado, climatizado porém minha primeira experiência com comida mexicano não foi boa. A comida parecia ser só uma bola de tempero envolvida em tacos... Além de ter vindo um bolinho de cabelos longos na minha refeição. Claro que na hora eles trocaram meu prato, porém já fiquei com receio de comer, e confesso, perdi aquela vontade toda que tinha de comer e experimentar algo novo..."
107534,"Não funciona mais.
Fui hoje lá e informaram que está fechado há um tempo"
107649,"Serviço ruim. Ontem fiz um pedido de um burrito de frango na promoçao de terça-feira (que deveria vir em dobro). Após 1 hora de espera, eles dizem que nao poderiam fazer o segundo burrito de frango, pois nao havia mais recheio. Eu, logicamente, respondi que eu aceitaria um burrito com qualquer outro recheio, porém pela lógica da empresa, como eu havia pedido o de frango, só podiam fazer o segundo burrito, também de frango (que espécie de serviço é esse?). Afinal, fiquei sem o burrito adicional e ainda assim, paguei o valor integral. Ofereceram-me um churros, mas como disseram que ia demorar e eu já havia esperado um absurdo de tempo, decidi me retirar. Péssimo atendimento ao cliente. Primeira vez e última."
107653,"Atendimento não foi bom  e a comida também não  é muito boa!"
107663,"Atendimento ruim, valores do que seriam de pratos já com uma qualidade melhor, por exemplo um burito na faixa dos 25 reais. A ideia é de fazer os pratos próximos das receitas originais, então foge um pouco do sabor comum do brasileiro. O ambiente até tem uma proposta legal, mas ainda tem um aspecto que precisa melhorar. Infelizmente, não vale muito a pena."
107664,"Péssima experiência... Fui com mais 02 casais... Fiz o pedido primeiro, e não veio meu pedido, e 1 pedido dos que vieram veio pimentoso demais, ou seja, fizeram errado!!! Não percam seu tempo em restaurantes assim, simplesmente amadores... Outros sabores não tinham... Então é difícil comer o que você quer, a não ser que queira comer só o que tem disponível..."
107685,"Desrespeito com o cliente e péssimo atendimento."
107713,"Muito caro ... Pelo servico e a qualidade"
107726,"Pessoal muito feio"
107768,"Pessimo lugar, cobram taxa por garçons e não fui fui bem atendido, o lugar estava quente, não recebemos guardanapos para limpar a boca tivemos que pedir, lugar muito sujo, pessimo atendimento."
107799,"Comida boa, mas demora demais pra servir, não anotaram o pedido correto e é um pouco barulhento."
107810,"A demora é grande"
107816,"Pior lugar que eu já fui ... Não tinha cerveja .... Não tinha carne de porco pedi uma água fazia 10 minutos e ninguém trouxe cancelei. Pedido e fui embora"
107851,"Não tinha todas as opções do cardápio"
107931,"Tortilla é de milho. Se for de trigo é crepe! A carne dos tacos e burritos era de coração... Pedaços grandes... Sem molho, sem tomate, guacamole, etc.. ainda falta muito pra ser Comida Mexicana. Atendimento regular... Não vale o que cobra."
107980,"Aumentaram o preço - no pedido do taco você e obrigado levar o mesmo sabor."
108006,"Já foi bem melhor. Hoje o taco vem quase sem alface e muito oleoso. E o molho que vinha a parte, agora vem dentro e bem menos do que vinha antes?"
108086,"Eles melhoraram o ambiente mas aumentaram o preço. A qualidade da guacamole não estava como antes"
108184,"Foi mais precisa melhorar"
108185,"Experiência horrível atendimento péssimo"
108206,"O suco que pedi veio estragado, os atendentes só anotam os pedidos e se socam lá pra dentro, não tem aquela receptividade. A comida não tinha muito sabor, a pimenta era o único sabor dominante, fora que, nenhum prato veio como o atendente falou. Experiência ruim, primeira e única vez indo ao estabelecimento."
108229,"Comida  com gosto bem  diferente da feita no mexico"
108319,"Lugar bacana"
108339,"Comida péssima, fria e sem gosto. Apresentação pior ainda...Em nada representa a culinária mexicana. Frustração total."
108415,"Comida boa.. A atendente do Delivery não respeita o cliente, extremamente despreparada."
108477,"Eu comi sem saber o peso .. eles me deram somente um número e  pronto"
108537,"Meu point de domingo"
108664,"Muito tumultuado uma fila enorme para entrar"
108817,"O Local tem horário pra fechar as 21:00 passou disso pressiona o cliente a Ir embora, não tem água no fim do expediente, meu amigo estava com sede, colocaram pra ele a água que sobra do Gelo, a comida é servida em pratos pra sobremesa não tem espaço pra você comer enfim, o atendimento dos garçons são excelentes mas os pontos negativos sobressaem aos positivos, não i dico e não vou lá novamente"
109395,"Fila longaaa"
109494,"Não tinha feijao sem carne"
109676,"Alguns pontos a serem observados, como macarrão empapado, ou a aparência e sabor de uma picanha duvidosa.
Antigamente se tinha alguém para auxiliar no estacionamento, agora nem isso, se você der azar, vai passar mais tempo esperando o dono do outro carro aparecer para você sair do que comendo.

O que salva é o atendimento de alguns atendentes, os mais antigos como te reconhecem são mais simpáticos."
